Course	Room	Teacher	Time	Students
004889	CARP15	3194193	59	0940115 1000374 1056297 1059105 1068953 1086904 1093047 1096573 1108799 1131900 1134151 1161791 1163424 3060775 3061759 3062413 3063437 3065289 3073014 3306653 
012034	TAYG	0408816	57	0940115 1060971 1087579 1098264 1107899 1109686 1122236 1133031 1153036 1162390 3065560 3065568 3065779 3077931 3085002 3088010 3096911 3098317 3126602 3135241 3153713 3188793 3209294 3211360 3215601 3216914 3248182 3311445 3322149 
005282	TH223	0493856	19	0994458 1133642 1141692 3105382 3190633 
008766	TAYF	0428728	34	0994458 1093772 1095145 3068181 3068444 3069585 3081720 3089555 3090752 3092411 3092830 3094527 3095908 3097009 3098243 3100468 3104489 3105292 3105866 3110627 3125873 3126731 3126930 3152667 3153473 3163183 3181938 3188879 3191210 3197905 3204248 3205324 3209784 3209832 3210000 3211081 3211478 3215784 3215889 3216244 3217413 3217434 3217604 3217793 3218335 3219639 3220304 3221557 3221785 3231914 3232225 3250907 3262172 
006524	CARP17	3194739	19	0997873 1129252 3068878 3079829 3085846 3088071 3096248 3178019 3191340 3299552 
006588	CARP17	0777265	57	1000374 1068660 1125596 1129252 3063437 3071694 3103193 3215241 
011313	CARP25	0672202	34	1000374 1084538 1153080 3062860 3064485 3064869 3065289 3081179 3082784 3093100 3095306 3095417 3103193 3114776 3152434 3152571 3210877 3217444 3223740 3252851 3296990 3311808 3312285 
004012	TAYG	0854975	19	1000704 1045484 1135712 3086995 3092179 3166656 3177063 3210877 3213402 3214617 3239030 3248326 3249531 3254195 3254237 3260308 3261697 3262890 3280006 3282664 3284809 3297368 3302367 3305222 3315632 3315776 3316906 3323189 3329172 
003029	GOB	0492580	19	1001389 1058218 1087351 1088236 1131814 1163125 3064899 3065016 3065426 3065591 3069894 3072895 3077935 3079866 3089384 3214138 
001444	TH224	0853792	57	1003163 3078437 3082370 3082488 3095599 3104777 3123316 3125322 3127044 3155060 3219029 3322108 3329836 3330926 
004016	TAYD	3335907	7	1003163 3095391 3113753 3121782 3150160 3151640 3177388 3204511 3260419 3265154 3302457 3310852 3316614 
003434	EHLEC	0031477	28	1010605 1059663 1093772 1158383 3064715 3081410 3092012 3092411 3092577 3097521 3110898 3114139 3125450 3155348 3175356 3179026 3190134 3212784 3214899 3217372 3220189 3227145 3254879 3260419 3283446 3306653 3307321 3311550 3314971 3330095 
001840	PK229	0168763	17	1012362 1070296 1090070 1090632 1096638 1125596 1149928 1153036 1155700 1161791 1162725 1163125 3064906 3067358 3068181 3077943 3078987 3080546 3081234 3081400 3082314 3087533 3089555 3091870 3095337 3097075 3097192 3106403 3121582 3152572 3178019 3190134 3194683 3210000 3216670 3217346 3217372 3217444 3236537 3308695 3315613 3323189 3323692 
001774	EHI	0027799	57	1017457 1070105 1135650 1150110 1154715 1157995 3076209 3087141 3089884 3214129 
003454	EHLEC	0897706	6	1017457 1045484 1070105 1095145 1156612 1162443 3079120 3080539 3081410 3081503 3081927 3082688 3087809 3088052 3096248 3101150 3104014 3121199 3125450 3126883 3145695 3149019 3152434 3165225 3175356 3177284 3194873 3194888 3212784 3254879 3306653 
004010	TAYG	0163316	17	1017457 1137568 1162989 3081179 3091892 3155033 3161390 3169644 3170878 3210020 3212293 3212787 3214138 3214147 3231837 3260264 3292462 3297051 3299552 3304324 3309190 3314971 3323454 3330334 3330372 3332409 3333094 3333459 
004810	EHII	1051497	19	1017457 3122857 3204511 3215889 3217408 3231826 3304008 
003003	TAYE	3332662	40	1019072 1058218 3065426 3082073 3099184 3100402 3105292 3155033 3177063 3181938 3192055 3193161 3194322 3204893 3211473 3217413 3217439 3217667 3220537 3316693 3316819 
011319	CAN314	3393919	19	1019072 3084782 3087533 3097521 
005157	TH102	3401548	17	1029713 1073076 1095813 3063119 3071791 3081431 3084075 3084353 3101907 3197905 3204688 3209463 3211155 3211360 3216013 3217604 3219029 3256706 3258543 3260419 3306835 3330627 
005290	TAYSEM	3401548	28	1029713 1092084 3095599 3188887 3211393 3217778 
004379	CARP13	0989327	57	1032290 1068656 3081763 3082688 3177873 3190685 3213968 3304324 3306835 
010851	PK349	3392923	28	1047770 1080806 1143387 1160418 3062828 3079774 3081951 3088433 3097709 3114251 3125856 3191834 3193776 
006518	TH111	0777265	17	1048446 1131814 3062439 3069758 3071694 3079829 3079915 3083207 3085643 3086995 3087117 3094700 3096963 3098490 3121199 3193987 3213909 3304005 3329964 3330337 
006557	CARP17	0031573	40	1048446 1088018 1161531 3083207 3085302 3093319 3098490 3160933 3215241 
008810	TAYC	0576472	19	1048446 1080360 1138637 3070830 3095867 3217415 
011189	TH102	3195964	57	1048446 1093453 1094952 1123611 1136139 3070922 3081073 3085391 3085846 3087809 3088147 3093050 3094527 3094575 3097321 3100385 3100415 3110756 3217785 3220537 3261685 3296990 3322107 3322187 
003034	TAYSEM	0222805	19	1049144 3071798 3077931 
003406	EHSEM	0897399	57	1049144 3065312 3304197 3331618 3332421 
011844	PK127	0031471	28	1049144 1092958 1094452 1122236 1136656 1150784 1163179 3064485 3069758 3083207 3094738 3105382 3265154 
002362	BYC106	1165566	19	1049332 3165880 3204243 3213921 3268686 3315767 3319376 
002460	ROSTUD	0031568	28	1049332 
009232	BYC106	3208421	34	1049332 3084853 3095867 3204243 3211396 
002638	CAN314	0827051	19	1051315 1135687 3070231 3098240 
002564	PK232	3398516	34	1051891 3114701 3205337 3211727 3215635 
006043	PK336	0554585	40	1051891 1075264 1080806 1086556 1092958 1109564 1131814 1149469 1153554 1155813 1160136 1163719 3061686 3064899 3067610 3072895 3079774 3079866 3079871 3081951 3085421 3085643 3087527 3089384 3089555 3090752 3091221 3092532 3092830 3094802 3096963 3204306 
006058	PK328	0431634	19	1051891 1086556 3087527 3089763 3091221 
010956	TH224	0024663	7	1051994 1079349 1095145 3078958 3080405 3081763 3082314 3085002 3087328 3091218 3093298 3094700 3106446 3120788 3153713 3155060 3190802 3193672 3217604 3322108 3323644 3332761 
002675	TH102	0468281	17	1052076 1071068 1134151 1162384 3080774 3098276 3190778 3194428 3209872 3248326 3268127 3295766 
007080	TH111	0031573	19	1052099 1071318 1081112 1104323 3090316 3094575 3097080 
004807	TH104	3092667	57	1056297 1115327 3096229 3111037 3114872 3205491 3211593 3214178 3216609 3219719 3232225 3248478 3280006 3306761 3309285 3315789 
006847	PK337	1167884	7	1057570 1079289 1080542 1090070 1096638 1109742 1143121 1152580 1160418 3068878 3087231 3087533 3091305 3092411 3094802 3098983 3173096 3183942 3193776 3204517 3205454 
007040	TH111	0162976	28	1057570 1135687 1142038 3081074 3091890 3097321 3100011 3103910 3107224 3181938 3191198 3193161 3196059 3203791 3204248 3215099 3217785 3330337 
003448	EHII	0031359	46	1058068 1070105 1073076 1080542 1141766 3063303 3080539 3084075 3087809 3092012 3092577 3103193 3152743 3152788 3153306 3215081 3216871 3217615 
004083	TH104	1167978	12	1058068 1071318 1071986 1073672 1077528 1088139 1091481 1093047 1150784 1163836 3059978 3062796 3066589 3070830 3097153 
007378	CARP21	0825571	45	1058154 1071785 1075130 1122130 1150630 1162423 3061917 3078258 3079005 3080512 3080546 3096808 3097075 3100468 3104014 3114853 3119048 3126930 3142378 3150738 3205329 3211384 3215635 3218679 3232625 3232822 3233697 3248182 3249965 3260308 3284809 3296121 3305828 3307321 3311550 3316782 3316906 3323454 3329172 3330095 3331473 3331474 3333094 
003001	TAYE	1083868	57	1058203 1058218 1153904 1156319 1163836 3064630 3090312 3097592 3099184 3105292 3108886 3118090 3150843 3151640 3154498 3177165 3194322 3203791 3216898 3217371 3217413 3218679 
003033	TH104	0492580	28	1058203 1087351 1131814 3057461 3066992 3071798 3073034 3098276 
003004	GOB	1083868	46	1058218 1163125 3057461 3064630 3067352 3077935 3079866 3085612 3092179 3096808 3097153 3097592 3110627 3177063 3177165 3204153 3204893 3213217 3217371 3217543 3218679 3220537 3252851 3308878 3315676 3316711 3316819 
002396	ROSTUD	0020988	40	1059105 1096778 3066736 3088147 3105866 3189715 
012033	TH224	3310251	19	1059105 
003554	EHSEM	0599596	34	1059404 1154715 3062439 3092012 3153306 3218135 
004835	EHII	0032827	57	1059404 1068953 1163424 3068911 3081720 3093184 3121782 3180821 3218335 3306653 
008774	CARP17	0031572	7	1059404 3097709 3106403 3118090 3155033 3193996 3204688 3210876 3306786 3331582 
011298	EHI	0168763	40	1059404 1079224 3062439 3063516 3089580 3099257 3105382 3112329 3126883 3138631 3152743 3179026 3248179 3322949 
003431	EHIII	0031477	57	1059663 3067358 3080843 3095417 3125450 3194888 3214617 3217540 3261697 
011075	PK232	3312777	7	1060971 3087330 3097588 3211473 
004369	CARP13	0138190	28	1068656 3150843 
004384	CARP13	0138190	34	1068656 3101907 3213968 3217346 
003421	EHI	0024092	17	1068660 1093772 1157995 1158383 3068167 3070887 3081503 3163183 3177284 3191876 3227145 3228428 3312114 3315789 
004886	TH224	3092667	28	1068953 1069487 1071986 1089244 1154430 3078437 3085407 3093100 3170878 3191428 
009299	CARP13	3092667	40	1068953 1090632 3062413 3062796 3065289 3078437 3093184 3192054 3209936 3212165 
001424	TH224	0024663	46	1069299 3125322 3169644 3191191 3204511 3219029 3219783 3251957 3258543 3261754 3280006 3297368 3304357 3307321 3322084 3329671 3332532 
005866	CARP15	0031582	34	1069299 1081569 1155110 3188887 3192054 
010859	PK337	0750235	28	1069299 3087141 3094263 3095021 3099423 3145694 3190685 
001769	EHIII	3099830	38	1070105 1087771 1091481 1092760 3064906 3086455 3088433 3101150 3122181 3211128 3254053 
005850	CAN314	0031582	40	1070296 3094700 3097082 3101907 3104014 3114251 3114701 3116564 3118027 3125856 3194888 3211155 3236537 3248182 3329744 
011959	CARP15	3092667	19	1070385 1126780 3062898 3092379 
001187	TH251	0031388	28	1070620 1081304 1133031 3082370 3085791 3087472 3204306 
005725	BYC127	3392421	57	1070620 1071986 3098284 3119048 3119630 3120610 3126883 3145694 3205208 3205329 3209949 3211006 3322236 3330820 
012032	EHI	3310251	59	1071068 1072178 1092760 1093453 1109564 3063070 3064869 3066992 3069352 3078958 3087948 3155201 3312113 
004048	TH104	0031578	17	1071318 1077528 3066589 3069318 3082784 3087472 3097321 3103910 3191834 3323539 
006504	GOB	0031399	1	1071507 3062512 3063573 3068181 3086995 3087117 3096963 3114269 3160933 3209872 3210027 3211007 3212008 3216580 3225263 3232650 3238039 3248177 3257376 3259090 3304941 3305828 3306692 3329656 3332249 
007903	RCSEM	0468281	19	1071507 3087948 3121199 3138631 
012103	EHI	3393009	38	1071507 1073075 1073672 1081394 1090521 1097508 1115327 1134634 1163179 3062439 3080539 3099676 3126639 3145695 3152434 3281747 
004803	TH224	0031373	34	1071986 1159860 3065591 3088433 3104870 3114269 3150160 3180821 3194474 3220932 3273481 3297051 3322752 3404308 
003548	EHI	0024092	19	1072178 1076785 1081394 1088535 1092760 1134634 1154715 1157995 3070887 3080539 3082688 3084075 
011294	PK127	0135660	38	1072178 1072725 1080204 1080595 1081304 1092958 1118914 1156282 3065568 3083717 3084353 3087472 3100011 
007910	RCCON	0031539	19	1072694 1161808 3095460 3252851 
001163	TH251	0031568	57	1072725 3083717 3333675 
012108	CAN314	3393919	34	1072725 3073216 3098224 3099375 3190134 3214138 3215099 3215879 3225263 3227208 3239494 3315961 3322204 3330431 
003541	EHSEM	0599596	17	1073075 3073216 3079120 3092577 3099676 3191823 3194873 
006035	PK336	3392923	57	1073075 1080806 1109564 1149469 1151485 3064899 3081951 3085421 3089555 3090752 3094744 3094802 3095908 3096963 3097709 3108691 3109227 3126433 3155346 3188399 3210876 3215784 3316693 
001157	TAYB	1051497	34	1073076 1086904 3223593 3302367 
009270	EHIII	1084371	59	1073076 1153036 3079829 3188882 3248177 3262890 3304008 3311808 3317234 3321787 3329757 
007068	TH251	0316015	40	1073179 1093453 1123611 1149928 3059978 3067793 3091890 3092244 3203791 
004282	PK200	1165566	28	1073211 1080542 
006024	PK338	0213446	12	1073211 1125596 1134840 1155748 3067352 3086240 3092604 3093208 3095765 3112040 3114139 3145520 3188887 3191340 3204153 3209873 3211006 3211643 3214147 3219639 3220304 3221785 3222944 3231914 3239030 3239494 3252673 3260264 3261685 3261697 3268127 3276024 3292462 3306786 3307400 3309285 3309375 3311445 3312285 3315613 3315632 3315961 3316281 3316711 3319378 3321787 3322236 3322715 3322720 3322942 3330334 3330372 3331578 3331582 3331776 3332411 3332654 
009231	BYC106	3412189	40	1073211 3086455 3089769 3100415 3166656 3188402 3205491 
011829	PK200	1168460	19	1073211 1079289 
005310	TAYB	1020104	57	1073316 1089244 1133642 1134731 1135687 1162792 3069040 3098496 3190633 3209784 
007900	RCCON	0031539	34	1073316 1135687 3063119 3100011 3103203 3121582 3228861 3256961 3315059 3330820 
004276	PK243	1165566	34	1073523 1087579 3065929 3087330 3091747 3093208 3096489 3112040 3118090 3119630 3125856 3154498 3166656 3191428 3194428 3205329 3213402 3215666 3216601 3219685 3233850 3252673 3288377 3302457 3307517 3308878 3315676 3319378 3322084 3332580 
004394	CARP15	0989327	19	1073671 1093321 1109564 3064819 3209294 
004021	TH251	3244352	45	1073672 3062958 3078987 3080405 3082784 3085612 3087472 3104777 3209843 3209936 3311452 3321871 
001891	PK227	0031557	28	1074737 1080980 1081207 1087579 1135712 1161679 1162725 3065779 
011190	BYC239	3208554	19	1074737 3080943 
002636	CAN314	0827051	28	1075130 3085302 3115257 3192055 3212008 3217346 3221143 3221612 3224239 3225263 3227208 3233348 3304723 3322204 3332252 
001857	PK229	0123161	28	1076479 1081058 1155110 1155748 3061134 3065929 3084117 3086119 3087330 3088047 3091218 3092091 3092333 
006849	PK337	0402773	40	1076479 3095765 3103166 3119909 3191340 3204495 3204644 3211360 3213412 3213727 3227175 3238414 3259090 3303949 3306968 3309375 3312285 3321787 3322141 3330431 3330627 3330986 
011050	EHI	0897399	28	1076785 3060791 3072284 3090375 3211478 
011305	EHI	0029059	7	1076785 1162493 1162892 3062958 3063516 3069486 3081410 3081503 3082688 3087757 3125873 3227145 3254879 
007006	TH102	3195964	59	1079224 1079538 1161804 3204279 3210020 3213217 3215759 3217615 3221081 3221922 3224239 3225263 3228759 3254195 3256154 3262977 3295766 3307002 3309375 3322151 3330820 3332252 3332980 3333381 
004283	PK259	0017611	46	1079289 3063516 3091890 3103910 3216914 3218034 
005180	TH102	3393850	46	1079538 3066114 3068444 3082314 3118027 3120610 3127044 3155695 3175356 3190134 3191210 3216554 3228428 3257376 3262977 3315776 3323699 3329413 3330273 3331638 3332249 3332654 3333007 3333094 
007896	RCSEM	0431946	40	1079538 1161808 3103203 3217444 
001560	PEMSTD	0031756	34	1080204 3071792 3087809 3093319 3094738 3099184 3192657 3213727 
001562	PEMSTD	0129398	28	1080204 3071792 3087809 3093319 3095254 3099184 3249531 
002992	TAYF	3332662	7	1080360 1093047 1130377 1141692 3099745 3104716 3107224 3108691 3114853 3119909 3152434 3155346 3205337 3210000 3211081 3213412 3217313 3217615 3218908 3219639 3220304 3220923 3227208 3228428 3233348 3249841 3249965 3250904 3250907 3256154 3261754 3261847 3271107 3281747 3288377 3304723 3306482 3306761 3307002 3307517 3311410 3315767 3317234 3319378 3322141 3322663 3323699 3329172 3330986 3331638 3332202 3332249 3332252 
008782	CARP17	0576472	34	1080360 1124024 3090375 3212293 3304357 
008780	TAYC	0431786	40	1080382 3081074 3095867 3192657 3193288 3215081 3215666 3215759 3322752 3322939 
004303	PK259	0123161	19	1080542 
010968	CARP15	3196642	28	1080595 1118914 1131900 3070231 3084782 
006561	GOA	0031478	19	1080636 3078258 3083995 3093319 3099375 
007017	TAYB	0031568	17	1080636 3067793 3081073 3105219 3110756 3191198 3192437 3193161 3204248 
001161	TH251	0031388	34	1080980 1081058 1143121 3075104 3083207 3089542 3089580 3093050 3104777 3152623 3216609 3221143 
007028	TH111	0316015	59	1081058 1097508 1161679 1162384 3061686 3084117 3088047 3091890 3112329 3118090 3154498 3213402 3214704 3218034 3256961 3302367 3302457 3329744 3330273 3332580 
001887	EHLEC	0898918	57	1081207 1135712 1150429 1154430 1160418 1162725 1163245 3062860 3068878 3070495 3075104 3084494 3089580 3097588 3104489 3158474 
005293	CARP13	1020104	12	1081304 3077505 3123316 3153473 3171506 3188882 3193672 3211155 3217793 
007403	BYC127	0031611	40	1081394 1082986 1088236 1094452 1155700 3079005 3079887 3080943 3081234 3086240 3088047 3095337 3096808 3097075 3097192 3098224 3099375 3210877 3211006 
006031	PK338	0213446	38	1082986 3080512 3087141 3088141 3092604 3094263 3094556 3094744 3099184 3099423 3103166 3105866 3114269 3114701 3116564 3126731 3149019 3152572 3152667 3177165 3185122 3188399 3191834 3192657 3193288 3193776 3204495 3204644 3205324 3211473 3214138 3216633 3216906 3217313 3217667 3227175 3228759 3248326 3248716 3248776 3249841 3251946 3258543 3259090 3261847 3306482 3306968 3307400 3309190 3309375 3315957 3316614 3316693 3316819 3322141 3322942 3330431 3330439 3330986 3332654 
008484	TH104	3410588	40	1085421 1126437 1136656 1143180 3065488 3085391 3088010 3095396 3188882 
009362	TH104	0125630	46	1085421 1143142 1161824 3062439 3065568 3068911 3069486 3073483 3086119 3088010 3179026 3208714 3233697 3256154 3319378 3322204 3330377 
011842	EHII	0058557	17	1085421 1151485 3057399 3062766 3087141 3092012 3096229 3100385 3114251 3115992 3155201 3311445 3316653 3321871 
004356	TAYB	0847593	12	1086904 3089763 3114776 3120788 3160008 3190685 3211393 3216554 3218908 3233850 3254053 3260308 3271107 3296990 3317234 3332580 
011849	CARP15	0989327	28	1086904 1119061 1161808 3082784 3136630 3223740 3312114 
004738	CARP13	0004955	19	1086942 1155110 3153713 
003278	TAYF	0492451	19	1088139 1088892 1094776 
003026	TAYE	0222805	7	1088236 1131814 1150630 1153904 1155839 3057461 3065568 3067352 3069894 3072895 3073034 3077931 3077935 3084117 3085394 3088071 3089384 3092179 3098276 3100415 
005743	TH223	3392421	40	1088574 3070830 3081400 3161390 3217372 
011027	GOA	3194739	28	1088574 3079829 3121966 
002163	PK278	3393271	19	1090070 1162725 3076209 3078071 3078822 3085643 3091305 3092408 3098983 3315084 
002166	PK278	0428815	12	1090070 3076209 3078071 3078822 3084853 3085643 3088141 3088969 3091305 3092408 3098983 3183942 3193776 3315084 
011827	PK354	3393271	46	1090070 1162725 3062860 3076209 3078071 3078822 3084853 3085643 3088141 3088969 3091305 3092408 3098983 3183942 3315084 
008501	TH104	0031553	7	1090521 1136656 1138000 1143180 3068998 3216670 
012105	TAYD	3410588	19	1090521 3065312 3068998 
004854	CARP25	0030512	28	1090632 3169644 
004882	EHII	0031489	34	1090632 
006868	PK337	3402332	57	1092551 1153307 3072284 3074091 3095021 
011840	PK337	0402773	19	1092551 
006060	PK328	0031384	34	1092958 1153554 1163719 3062828 3067610 
007391	BYC127	0031631	12	1092959 1141766 3065779 3067156 3070045 3078150 3079120 3080512 3093411 3098224 3210877 
009845	TAYB	0316015	28	1093321 
002386	BYC106	3208421	28	1093758 3065591 3066114 3066736 3088147 3125808 3322942 3331618 
002464	ROSTUD	3208421	19	1093758 3094744 3212293 3333675 
002469	CARP15	0031489	57	1093758 1096778 3061194 3065722 3066736 3082314 3089769 3095460 3105866 
002174	PK278	0004950	17	1093828 1109276 1126780 3061134 3062828 3070184 3084853 
004885	TH104	0672202	19	1093828 3062796 3088433 3179110 
007106	GOB	3310794	17	1094952 1163131 3081074 3085612 3093050 3094575 
012104	PK243	1167884	46	1095145 3065560 3078934 3080142 3091169 3097080 3114776 3123316 3126602 3161390 3205324 3209232 3209949 3211128 3211542 3215601 3215879 3216633 3219920 3227754 3248179 3254053 3254879 3282664 3296990 3311808 3315789 3316782 3322236 3322740 3329656 
001546	GOB	0031756	45	1096573 1159860 3061134 3062766 3065722 3066589 3071792 3087809 3110627 3118178 3126731 3193288 3211007 3213727 3216601 3217778 3219719 3249531 3331578 3331776 3332761 
001552	PEMSTD	0129398	17	1096573 3069486 3071792 3093319 3099184 3331578 
001837	PK25	0409956	2	1096573 1112411 1161804 1162443 3084853 3085421 3086240 3089542 3091221 3091370 3091870 3092781 3098317 3106403 3114853 3115992 3126930 3142378 3152667 3183942 3185122 3185376 3189051 3193996 3194683 3204279 3205337 3209873 3210000 3210074 3211727 3214617 3215666 3217313 3219639 3221785 3232822 3250904 3260264 3261847 3262890 3265154 3276024 3304005 3304359 3307517 3309190 3315059 3315613 3315934 3321871 3322149 3322942 3323189 3323692 3323699 3331473 3331474 3331578 3331618 
006045	PK349	0431634	34	1096920 1155813 3078822 3087527 3089763 3091221 3092532 3204306 
001165	PK127	0408816	19	1098264 1124340 1155700 3094527 3094738 3106403 3221143 3306703 3322149 3323644 
003274	TH111	3407606	40	1104323 1114293 1143142 3070887 3072284 3081988 3085846 3088969 3090375 3097709 3217195 3310852 
010960	EHSEM	3092941	40	1107899 1158383 1162892 3063303 3099676 3121199 3145695 
011208	PK232	3208554	28	1109742 
011865	PK243	3400077	19	1109742 
011962	EHI	0492451	34	1114293 1138000 1153307 1162792 3067133 3094263 3097075 3098284 3316273 
003482	EHSEM	3320456	28	1115327 1154715 3073216 3100385 3112329 3309190 
002995	TAYF	0375562	19	1120982 3191198 3209843 3248776 3308878 
005723	CARP25	0984701	6	1124024 3064819 3092244 3092532 3114269 3114872 3118178 3194474 3209936 3211542 3214178 3219786 3227754 3228428 3231826 3252374 3252673 3268127 3306761 3311808 3314945 3316711 3321787 3322715 3329744 3330273 3331496 3331582 3389664 
008799	TAYC	0031572	34	1126437 3066114 3077926 3161390 3189715 3191198 3204830 3212165 3332411 
010966	CARP17	0775640	28	1130377 3089384 
011831	PK259	1168460	17	1133031 3085002 3089763 3153713 3193672 
004275	PK243	0031577	2	1134634 3079872 3081431 3086995 3094744 3097521 3113753 3152572 3204688 3209294 3214129 3215889 3217785 3218908 3224239 3252312 3258543 3304197 3332411 
001896	PK11	0409956	19	1136145 3073017 3104489 
007374	BYC127	3410298	59	1136145 1155700 1162423 3057399 3070045 3079005 3079120 3079887 3080546 3080943 3087757 3096808 3097009 3150738 3177388 3211384 3215635 3217195 3218679 3239030 3264020 3296121 3331474 3333094 
007923	RCSEM	0031539	57	1138792 1161808 3098380 
001847	PK227	0814748	40	1143121 3068181 3084494 3087533 3145520 3185620 3315934 
011830	BYC239	1168460	34	1143387 3188402 
008764	TAYF	0899465	6	1149928 3066589 3091747 3094738 3095765 3158474 3173096 3191340 3193987 3209872 3209873 3211593 3215879 3216601 3219685 3220189 3222944 3223001 3223593 3226387 3232650 3233697 3249841 3256154 3261685 3261754 3261847 3265450 3303949 3304008 3304941 3306692 3306703 3306968 3312113 3315059 3315767 3315789 3316281 3316653 3319376 3322663 3322740 3322942 3323699 3329757 3332518 3333007 3333635 
008421	CARP21	0132890	12	1150630 3063303 3066423 3069758 3078258 3081234 3081988 3089115 3089542 3098243 3163183 3191876 3194888 3208714 3210876 3212008 3213402 3215249 3215784 3216244 3216906 3217434 3217439 3218034 3275971 3316273 3322151 3329172 3333219 3333459 
001881	PK229	0056992	19	1151485 1155748 3064906 3065779 
008821	BYC127	0031572	19	1152580 3066124 3069352 3107224 3161390 3332411 
010847	TAYC	1168489	57	1152580 1161763 1162989 3068167 3077926 3077943 3090375 3332425 
001861	PK232	0056992	17	1154430 1160418 3075104 3089580 
001429	CARP13	0030512	17	1155110 3092244 3093298 3120788 3213921 3280006 3309285 3322084 
002562	PK243	3393847	59	1155813 3070922 3080405 3081179 3084075 3084353 3095391 3110756 3125873 3126772 3135241 3152623 3205208 3215769 3227145 3256706 3297368 3311452 3316711 3322141 3322187 
001860	PK11	0123161	34	1156282 3086119 3091370 3092091 
010949	EHSEM	0897399	19	1156612 3081410 3152788 
001152	TH110	0406445	28	1157995 3068181 3080943 3081763 3091747 3097082 3098240 3098317 3111037 3112040 3114701 3114872 3125322 3126602 3126639 3138631 3155060 3209873 3211396 3211542 3212787 3215601 3217195 3217615 3219685 3223468 3223593 3228759 3231914 3232650 3248478 3250904 3264020 3265450 3273481 3275971 3293645 3295766 3297368 3304324 3304357 3305222 3306692 3307002 3311445 3315776 3315934 3315957 3316281 3316906 
001749	GOCOM	0254474	57	1158383 3072895 3080774 3138631 3292462 3311550 3316782 3330095 3332409 3332410 3332980 
001761	GOAUD	0254474	34	1158383 3088147 3122181 3125127 3261697 3329757 
006019	PK336	0856198	19	1161804 3177388 3193987 3314971 3331618 
004036	TAYD	0163316	34	1162443 3085596 3088141 3091169 3125808 3136630 3150738 3151195 3165880 3175457 3204153 3209843 3248478 3389664 
002569	PK243	3393847	28	1163719 3067610 3097468 3108814 3213412 
002572	PK232	3398516	19	1163719 3097468 
011960	CARP25	0031543	57	3060775 3078987 3091169 3098490 3153306 3217372 
002450	PK243	0029475	19	3061194 3066423 3079887 3100415 3205491 
