Course	Room	Teacher	Time	Students
007010	TAYG	0162976	25	0850607 0867125 0904003 0909585 0913115 0945264 0954917 0999896 1001196 1004968 1005315 1007799 1007882 1009103 1018174 1019006 1040818 1044561 1065271 1067748 1068526 1076776 1077257 1077294 1083431 
006500	GIL210	0777265	5	0851024 0852109 0920400 0985094 0985440 0998799 1002036 1004968 1005346 1021017 1024315 1025035 1025522 1030683 1032432 1032769 1032929 
006508	TAYB	0031478	3	0851209 0858181 1005346 
003007	TH224	0222805	13	0858850 0859186 0860204 0892333 0897101 0907155 0912081 
004733	TH251	0004955	38	0851684 0861648 0901262 1067182 
005863	CAN311	0031582	38	
001467	TH104	0031582	5	0858527 0876307 
005121	TAYG	0031560	5	0913946 0917883 0995269 0999712 
007881	RCCON	0217682	30	0860257 1076085 
004027	TAYC	0215359	3	0907914 0909837 0913466 0965927 0966303 
004379	TAYD	0138190	3	0871309 
001465	TH104	0024218	2	0871681 0950504 
007887	EHI	0217682	56	0998784 
006555	PK336	0127086	13	0899316 
002855	PK336	0309967	39	0901262 0904680 0906447 0906618 0906963 0909942 0911775 0917040 0920400 0987600 0987937 0988603 0991213 0992186 0992796 0993790 0998351 1000355 1000750 1001351 1001394 1001806 1001894 1001905 1002241 1003389 1003644 1004225 1004324 1005059 1005082 1005315 1005412 1005427 1006105 1006438 1006744 1007554 1008282 1009559 1009729 1010175 1010643 1010750 1011104 1013071 
004288	PK259	0031577	16	0901539 0966268 
004394	TAYD	0316015	13	
008470	TH251	0697660	38	0903222 0967042 0972633 
006525	PK336	0031573	16	0904719 0945264 0993929 
001747	GOCOM	0416447	16	0904752 0999826 1056320 
001765	EHIII	0271874	16	0959919 1007779 
002149	PK264	0470544	51	0909662 0988990 0992796 1055441 1066335 1076009 1078921 1079268 
005852	CAN311	0031416	38	0912235 
006501	TAYE	0031478	39	0913115 0920095 1004968 1008925 1018252 1042335 1065183 1065196 1067251 1067297 1079444 1084321 
005129	TAYG	0431786	13	0917883 1018301 
001755	GOCOM	0271874	5	0918195 1058180 
002408	TH111	0138190	13	0945584 0949279 0954917 
004361	TAYSEM	1063561	38	1005068 
007877	RCSEM	0031386	56	1002241 1032432 1040045 1040618 1046439 1047318 1058048 
003407	EHI	1081648	54	1005059 1035148 1056722 1065196 1066335 1078921 
001156	DAL100A	0493725	28	1018271 1019674 1056217 
