Course	Room	Teacher	Time	Students
005165	TAYE	1062910	4	0812300 0822753 0858527 0865618 0876307 0901481 0989401 1025569 1030683 1039943 1041981 1049050 1054176 1058223 1067241 1077815 1078646 1080894 1085061 1100338 1126639 1143717 1150720 
006059	PK328	0031384	44	0812300 0812824 0834138 0850327 0850613 0851310 0868382 0880639 0890043 0910421 0910436 
006026	PK243	0213446	29	0812824 0822753 0858872 0861391 0861504 0989401 1018183 1018252 1025569 1030693 1044791 1046086 1056857 1057004 1058180 1060299 1065732 1067241 1080894 1081952 1086710 1086802 1088882 1088972 1102530 1105086 1126639 1150758 1157688 1158026 1169382 1170567 3068353 3068369 3072293 3073066 3073300 3074001 3076190 3076896 3078500 3085513 3086238 
004012	GIL210	3092051	5	0814822 0906447 0920400 0967793 0992186 1003389 1006405 1008967 1018174 1056320 1057261 1066007 1067241 1079444 1080757 1081250 1082799 1086329 1090564 1092999 1100338 1102530 1104498 1111901 1143717 1144234 1145578 1157506 1169360 1169962 
007016	TH102	0316015	19	0814822 0898741 0903229 0914916 0917040 0992796 1018301 1064148 1066308 1067382 1067483 1067748 1068383 1076923 1077416 1083626 1093549 1100338 
007028	PK227	0316015	4	0814822 0848150 0881793 0909662 0989590 0993790 1007842 1013071 1056738 1058180 1080149 1083430 1101031 3076896 
003033	TAYG	0492580	19	0818674 0890945 0904506 
002469	TAYD	1051497	22	0819263 0825616 0845664 0851310 0858034 0858864 0859186 0869484 0914290 0914299 
005305	TAYSEM	0056990	56	0819263 0852945 0867801 0915648 0918277 0986688 0992186 0999833 1067483 
002450	TAYD	3100328	24	0819450 0858034 0894845 0906206 0991672 
001857	PK227	0123161	44	0819816 0848150 0887308 0906896 0918118 0966299 0989520 1001613 1010643 1056980 1084909 1088180 
001893	PK227	0898918	19	0820055 0873557 0885444 
009362	TH251	0031619	56	0820055 0830197 0858752 0886158 0899636 0907596 0909942 0954641 0988100 1000750 1007842 1018271 1065654 1117320 3095924 
001165	TH224	0309967	9	0822518 0890199 0917334 0918064 0951991 0954240 0986807 0989432 1007554 1017444 1025508 1025569 1039679 1049299 1057261 1079993 1087081 1088180 1170071 
007032	TAYB	1075274	5	0822518 0918519 0976421 1017339 1018301 1078896 3073143 
010860	PK154	3092559	24	0822717 0991769 
005218	TAYSEM	1020104	19	0822753 0901262 0986688 1039679 1057592 1088558 1128560 3078408 
006502	PK227	0031621	56	0822753 0847790 0848719 0865894 0988603 0989520 1089147 1161132 
001749	GOB	0254474	24	0823997 0904752 1081006 1126639 3072594 3076190 
006050	PK328	0031526	19	0823997 0834138 0892458 0901961 0959337 0987613 
007378	DAL204	0162977	57	0823997 0859719 0867165 0868541 0870907 0888075 0896476 0904516 0909942 0952783 0992744 0993929 0998815 1003020 1004324 1008282 1015275 1020520 1021867 1025533 1038420 1041140 1049929 1055290 1055441 1056688 1067502 1068549 1076989 1079268 1080149 1081250 1083080 1084334 1085061 1088365 1102030 1116377 1169109 3070374 3072447 3072910 3073004 3073384 3078465 3089651 
003437	TH102	0897706	5	0824299 0853174 0897310 0898872 0910403 0953178 0995269 1004968 1005427 1021017 1038303 1056012 1065196 1079614 1095349 3074936 
007903	RCSEM	0468281	19	0824978 0887478 0953178 1020727 1040618 1078646 1081249 1084057 1100383 1146370 
009213	DAL100A	0138190	5	0824978 0858752 0916427 1005412 
004845	CARP25	0672202	48	0825616 0904301 0907150 0910403 0913946 0918277 0918519 0950811 0991668 1001351 1007348 1015256 1056270 1057520 1063875 1085324 1104151 1141729 1144234 1157688 1170033 3071015 
005209	TAYC	1062910	56	0827772 0852148 0963413 0973811 1049050 1085324 1096822 1160885 
004709	TH224	0250371	56	0827963 0860298 0861815 0907150 0919283 0920400 0966077 0966094 1058421 1064270 
004720	CARP25	0750017	29	0827963 0848355 0848492 0861180 0892458 0991229 1017760 1029737 1041559 1064790 1086329 1170848 3076930 3085504 3085509 3085521 
008469	TAYE	0125630	22	0827963 0906085 0906618 0909942 0972633 0976318 0987937 0988544 0991120 1000750 1006405 1009104 1032929 1050781 1053105 1064270 1077003 1079614 1088192 
009211	DAL204	0827357	4	0829808 0832137 0850327 0899135 0901732 0905954 0906362 0908862 0909675 0911706 0913946 0918775 0960084 0966077 0966299 0985094 0991229 0992189 1000750 1005720 1007348 1007554 1036225 1046439 1053105 1055290 1057261 1065271 1076085 1076246 1080792 1083431 1085324 3069337 
009263	CARP13	1168430	19	0829808 0883015 0999733 1080272 1158026 1170848 3077809 
010843	PK338	1168490	24	0832137 0850613 0897310 
004015	TAYC	0031578	9	0832653 0904506 1023923 1041981 1056963 1078896 1081249 1081952 1088972 1095596 1095717 1104669 1158362 1169109 3070374 3078408 3078500 
009226	EHI	1165592	29	0832653 0879882 0887398 0890043 0896979 0907150 0918775 0920251 0952008 0956475 0988544 1015275 1077380 3073507 
004038	TH102	3094907	9	0833188 0860298 0972660 1001905 1065183 1084321 
004083	TAYG	0031578	5	0833188 0860298 0864043 0865645 0867494 0874063 0899440 0907914 0910056 0911856 0913466 
002368	TH110	1051497	48	0833266 0873190 0897931 0903600 0904680 1003644 1007952 1017339 1019025 1019827 1023494 1035148 1039943 1055640 1058242 1065945 1067334 1076234 1078680 1080792 1085106 1086927 1093044 1097648 1100899 1101406 1104216 1115477 1158362 1161132 1169382 1170703 3068772 3070090 3072447 3072867 3073004 3073507 3080592 3085513 
003490	EHI	0031477	56	0833266 0851403 0911218 0911598 0990668 0993566 1005720 1044561 1053370 1056217 1090564 1090933 1157688 
002396	TH110	0020988	24	0845664 0899767 0993169 
004356	TAYB	1063561	56	0845664 0871255 0897091 0901481 0914599 1007196 1025845 1067382 1076234 1076783 1086867 1105842 1149565 3070648 
007041	CARP21	0162976	5	0847304 0858864 0865582 0887478 0903035 0914916 0999712 1019674 1076246 1076922 1084185 
003001	TH224	0375562	44	0847790 0865667 0887647 0894845 0900240 0903229 0905453 0911775 0911807 0918074 0967988 0986262 0987600 1001894 1002241 1003476 1008387 1021751 1025522 1034405 1047318 1056963 1058048 1065654 1067724 1067862 1078819 1080792 1086916 
003009	TAYG	0031406	8	0847790 0875055 0887647 0907063 0910056 0911775 0913466 0987600 1002241 1023923 1034405 1047318 1056722 1058048 1064780 1076776 1077294 1078819 
008421	CARP21	0132890	57	0847790 0972633 0991120 1006405 1009104 1009729 1064270 1066431 1067724 1079614 1080757 1084017 1088192 1088785 1092187 1101336 1101350 1104151 1104669 1105842 1117142 1143265 1149565 1170757 3068772 3069038 3077064 3078073 3085509 
001771	EHI	1165592	19	0847932 1004225 1077815 3074734 
001161	DAL112	0031388	5	0848150 0848680 0852109 0903917 0906635 0972861 1007554 1007842 1025508 1064790 1065781 1088882 1137955 
004299	PK259	1165566	24	0848150 0901539 0966268 
001181	DAL112	0031471	19	0848492 0902541 0914260 0917702 0992189 1007842 1077417 
008764	TH104	0428728	19	0903222 0918775 0945959 0959200 0988826 0998815 1002036 1007348 1020150 1024213 1025623 1059572 1067460 1078648 1079268 1084185 1084321 1087938 1088365 1093044 1098099 1100536 1100537 1101336 1104151 1122784 1129708 1160614 1169382 3068369 3070344 3071313 3073066 3073692 3074930 
007391	DAL318	0031631	56	0848680 0861180 0906635 0914076 0919158 1002036 
007403	DAL318	0031611	24	0848680 0861391 0892236 0896476 0899135 1002036 1002047 1003128 1015706 1077413 
001750	GOB	0416447	24	0848773 0910834 0915622 0918195 0967532 1038671 1067334 1088173 1160885 
004885	CARP17	0672202	56	0849713 0907218 0911347 0912699 0913946 0919776 0920251 0970262 0988631 1007348 1020727 
003568	EHI	0031353	5	0850382 0889384 0901570 0902217 0907248 0907665 0910725 1004997 1017760 
001572	ARNST	3093377	24	0850607 0852608 0885910 0899292 0907063 0918153 0988631 0989395 
010841	CARP25	1084458	5	0851111 0851112 0851684 0897931 0905453 0911598 0973811 1037338 1058893 1102723 3074551 
005723	CARP21	0984701	9	0851310 0904719 1017492 1018183 1039831 1056857 1060299 1077874 1083430 1083812 1101031 1104216 1116377 1141729 1150758 1157047 3068712 3071015 3072867 3074734 3074936 3077809 3081061 3082398 3085504 
003485	EHII	0024092	9	0851403 0873190 0902217 0967793 0971315 0991213 0993566 1017760 1018817 1040868 1044561 1063875 1065148 1065732 1067241 1076437 1078413 1086329 1086802 1087782 1096470 1157688 1159063 3068369 3071313 3078465 
006588	PK229	0777265	19	0851545 0852109 0858181 0883488 0904719 
001425	TH111	0020093	56	0851684 0901262 1077257 1082919 1171002 
004734	CARP17	1084458	19	0851684 0865645 1058893 1076877 1094520 3069337 3074551 
006561	GIL101	0031478	56	0852109 0904719 0985440 1005346 1021017 1025522 
004372	TAYB	0138190	24	0852148 0865667 
003004	TAYG	1083868	29	0853174 0908862 0911807 1004997 1005059 1008967 1024283 1025522 1025623 1056963 1065654 1068383 1081917 1142227 1146782 3072477 3077471 3077472 
003027	CARP25	0375562	56	0853174 0919772 0967988 0986262 1000895 
003448	TH102	0031359	29	0853988 0906035 0945959 0958879 0988271 0991213 1020478 1025379 1039679 1042335 1056320 1066778 1084363 1100383 1145146 3069991 3073169 3076618 
003454	EHSEM	0599596	56	0853988 0883015 0901539 1005451 1020478 1035148 1039943 1064385 1066335 1079444 1081939 1085061 1170860 3074734 
010858	PEMSTD	3094084	24	0856959 0959337 
001769	EHIII	3099830	29	0858181 0859186 0904540 0911856 0915622 1003100 1037541 1040618 1066683 1085631 1098210 3071094 
001474	TH111	0020093	24	0858527 0869484 0876307 0896036 0901732 
008437	CARP21	3103116	19	0858864 0865582 0967042 
005138	TAYSEM	0031560	24	0858872 0898741 0917883 
003552	EHSEM	0897706	24	0858924 0896979 0908461 0915006 0956475 0965925 0990668 0995269 0998815 1003389 1004997 1005720 1078413 
006024	PK338	0301909	44	0859231 0907155 0987937 0988263 0992796 1018271 1020370 1020695 1023923 1030369 1056096 1056738 1059469 1059572 1064752 1065148 1068549 1076299 1076776 1078896 1079363 1079366 1079564 1079771 1080653 1081101 1082315 1084057 1084462 1086927 1087782 1088690 1089147 1090933 1092116 1095596 1096152 1096470 1096822 1097648 1099059 1100536 1100537 1100899 1104216 1111549 1116377 1116854 1117320 1131189 1134358 1139392 1141220 1143228 1143639 1146370 1149616 1150699 1157047 1160158 1160885 1169257 1170703 1170757 1171414 3067556 3072484 3073357 3073666 3073692 3074167 3074570 3075745 3076211 3077472 3079376 3080595 3085504 3085509 
004872	CARP17	0989327	19	0859310 0899292 0918153 0918519 0970262 1041981 1047339 1067726 
005741	CARP15	0031392	56	0859310 0874063 1169968 3068353 
006019	PK349	1167858	19	0859409 1020083 1080303 1088636 1142212 3070440 3085521 
008803	TAYE	0576472	5	0859564 0869575 0959337 1006744 1010175 1076854 1080398 
005217	TH102	0493856	56	0860204 0865582 0902541 0903035 0960084 1004968 1029566 1057779 1076922 1149270 
009272	EHLEC	1063157	19	0860257 0867801 0888075 0910403 0991213 1008387 1017412 1029566 1044791 1045379 1066778 3080937 
002638	CAN314	1167917	5	0860497 0860663 0907151 0999733 1001394 1005199 1077963 
002929	CARP13	0031332	4	0860497 0901961 1077963 
007099	TAYB	0028980	56	0860532 0867494 0888735 0896287 0903436 0904003 0960068 0966414 0985094 0988245 1001196 1006899 1007134 3085644 
004010	GIL210	0030564	48	0860659 0901703 1005082 1008282 1010741 1030693 1065646 1066431 1067748 1067862 1068549 1076783 1078646 1078655 1080272 1084057 1093549 1096822 1098210 1103391 1122905 1129814 1131189 1136830 1149616 1159063 1170757 1171461 3071151 3072910 
005243	CARP25	3094620	22	0861391 0861815 1005112 1057592 1103391 
001844	PK229	0826942	9	0861504 0862152 0899636 0901409 0903917 0906963 0911936 0915652 1010643 1016462 1017832 1019674 1035148 1045379 1056096 1057004 1057520 1065781 1066309 1066778 1077380 1080894 1082150 
005864	CARP15	0467475	5	0861648 
002178	PK354	0180723	22	0861690 0884876 0886763 0888075 
005141	TAYC	1137952	22	0865582 0869670 0903035 0998799 1020520 1039679 1057004 1096822 1119989 1170303 
005853	CAN314	0467475	56	0865645 1039831 1100129 1157047 
002163	PK354	0168378	29	0866299 0868382 0904506 0917334 0918009 0919283 0946010 0952783 0954641 0959189 0960037 0960084 0966094 0972660 0972861 0988625 1002045 1002767 1008925 1036225 1080648 
002166	PK354	0428815	48	0866299 0868382 0917334 0918009 0919283 0946010 0952783 0954641 0959189 0960037 0960084 0966094 0972660 0972861 0988625 0993929 1002045 1002767 1008925 1036225 1080648 
007049	CARP21	0893542	24	0867165 0869670 
005725	CARP15	0984701	4	0867801 0988657 1001394 1003644 1044791 1053370 1056203 1058242 1064148 1064385 1064605 1076854 1088192 1096113 
009271	EHLEC	0058557	8	0868309 0879882 0901570 0904752 0906035 0910403 0956475 0965925 0972633 0990668 1005720 1021017 1053370 1056217 1065238 1079444 1081939 1096113 1105086 1139392 1143290 1169331 1170860 
004360	TAYB	0847593	19	0868541 0900525 0965925 1005315 1036027 1054176 1055348 1056600 1062675 1068109 1084334 1104356 1116854 1117142 1139478 3064940 3078073 
005199	TAYE	3090017	48	0869575 0907596 0909240 0915648 0952594 0956475 0971073 1009559 1057004 1058058 1064148 1076238 1086710 1087938 1119989 1131918 1137955 1170370 1172030 
005248	TAYC	3090017	19	0869670 0909216 0915648 0971073 1003389 1005412 1172030 
007093	PK227	0028980	48	0870907 0887647 0890945 0898741 0903229 0904347 0905351 0918074 0919776 0920237 0920251 0967793 0986688 1027597 1056203 1083812 
010861	DAL100A	0406445	19	0871255 0881793 0903917 0915652 1025508 
007923	RCCON	0031539	5	0872721 0887877 0901703 1040874 1100383 
007926	EHI	0217682	24	0872721 0887877 0890665 
003011	TAYG	1083868	48	0875055 0904506 0908862 0919772 0966414 1001894 1003476 1008387 1021751 1025629 1067724 1068383 1077482 1078648 1078836 1086916 1094929 1095349 1139392 3073143 3085644 
010851	PK349	1167858	24	0875055 0892458 0896287 0899419 0908862 0911598 0945449 0954641 1005112 1020520 
010844	TAYF	0409737	5	0880639 0884876 0909662 0914509 0945449 1018936 
001881	PK25	0056992	24	0882323 0908164 1002045 
002464	ROSTUD	3090482	24	0882728 0903191 0914509 1001806 1082905 
009273	EHSEM	1084371	9	0883015 0887398 0898872 0906035 0915006 0952008 0965927 0967532 0988271 0995269 1015256 1038303 1085631 
003517	EHLEC	0995587	56	0887308 0908461 0918195 0945034 0965925 0988271 0988657 0991756 1025379 
004832	CARP25	0053518	19	0887398 0947693 0989401 1056217 1064385 1076854 1084017 
002675	RCCON	0468281	24	0887478 0991756 0999833 1040618 1076085 3080937 
009359	RCCON	0031386	19	0887877 0890665 0911218 
006874	PK154	1167884	5	0889210 0958186 0989432 0991769 1008387 1057535 
009225	EHI	1165592	22	0889858 0901539 1059654 1084363 1092116 1158026 1160658 1169360 1170470 3073004 
004666	TH104	0775640	56	0892236 1002767 1005068 1065183 
001449	TH111	0031403	5	0896036 0917702 0950504 1007196 1056281 1083627 1169968 
003034	TAYSEM	3093799	24	0897101 
007878	RCCON	0031386	56	0898741 1021751 1034405 1073544 1080272 1096152 1146370 1158026 3078500 
004279	PK200	0529112	19	0901539 1056096 
004281	PK259	3092832	5	0901539 1076299 1078508 
008812	GIL101	0576472	4	0902118 0904347 0907218 0918074 0919158 0920095 0986688 1006899 1015256 1024315 1047318 1076274 1172397 
003464	EHI	0599596	24	0902226 0907150 0918775 1010643 1039868 1053370 1065238 1076274 
001560	GOB	0031333	24	0903633 
005203	TAYC	3090017	4	0905453 0906618 0907596 0952594 0988631 1004324 1032929 1056270 1066683 1076783 1077003 1084462 3070648 
010867	CARP25	3102373	19	0905954 0909675 0948390 1003539 1142418 1170567 
003406	EHSEM	0897399	4	0906085 1066308 1066335 1093044 1169257 3076576 
006509	PK229	0127086	24	0906362 0911936 0998799 1008925 1021017 1025522 1030683 1170860 
007040	CARP21	0162976	29	0906447 0913115 0914916 0918074 0920237 0966414 0976421 0987600 0993790 1001394 1004968 1005427 1007882 1023923 1067483 1067862 1068052 1068109 1076246 1076776 1076922 1077294 1078648 1081006 1083626 1083812 1094134 3085403 
007060	GIL210	0031573	24	0906738 0913115 0981989 
006045	PK328	0031526	24	0907914 
007365	TH110	0603646	45	0908461 0966414 1003644 1019025 1030683 1030693 1032769 1056270 1056320 1056600 1059654 1059677 1060299 1066431 1076274 1079085 1079363 1082315 1082907 1084363 1088690 1088972 1093549 1094520 1095717 1095814 1100536 1100537 1101336 1102030 1104498 1122784 1126492 1129708 1134015 1137955 1142227 1143723 1144234 1145146 1149270 1149344 1149565 1150720 1150758 1160614 1161132 1169331 1169360 1169402 1170033 1171002 1171461 3064977 3068772 3069337 3069991 3070438 3071015 3071313 3072293 3073300 3073357 3074167 3078408 3086238 
006034	PK349	0207327	45	0908862 0909240 0918064 0952008 0967988 1002405 1002729 1005082 1006438 1008387 1025629 1025644 1036027 1049929 1058223 1064780 1065796 1067334 1068052 1076989 1077161 1077482 1143290 
005191	TH102	1137952	24	0909216 0919776 1067297 1104151 1141220 1141729 
006504	PK229	0777265	29	0909216 0988990 0989520 0991668 1004324 1005346 1005451 1007952 1018174 1030683 1067251 1067297 1076238 1076854 1077874 1078655 1079993 1096113 1099662 1101406 1103391 1131918 1158007 1160658 1170860 3073384 3082398 
006031	PK338	0213446	4	0909240 0909942 0952783 0958492 0987347 0987600 1000355 1001905 1002729 1004968 1005082 1006438 1006444 1020370 1024283 1025644 1036027 1037541 1055348 1056722 1057535 1058048 1064780 1068052 1068383 1076009 1078655 1081249 1081917 1088365 1088384 1092999 1100129 1117142 1129708 1143290 1150965 1158007 1169341 1169402 1171297 3068712 3069264 3070406 3072208 3072477 3072594 3073169 3074023 3075188 3076930 3077471 
008774	TAYE	0899465	19	0910056 1056688 1102530 1131918 3068772 3069264 3073138 3073702 
001552	PEMSTD	0129398	19	0910834 0916595 0918009 3075745 
007906	RCSEM	0031539	24	0911218 
009320	CARP13	0031478	5	0913115 0920261 0988990 1007952 
002636	TAYG	1167917	56	0913466 1017339 1017412 1019006 1026650 1058893 1062675 1064752 1066683 1094134 1126492 1126639 1142227 1143265 1145146 1170848 3065039 
007374	DAL318	0987494	22	0914076 0919158 0963413 1003100 1003128 1004324 1008282 1056600 1067377 1083080 1104498 3072910 
010847	GIL101	1168489	57	0916427 0952008 0976421 0981989 0993790 1001196 1004733 1007458 1018857 1025644 1047318 1078508 1087081 1146215 
